price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,Affordability,timestamp
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,moderate,339
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,moderate,340
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,moderate,341
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,moderate,342
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,moderate,343
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,moderate,344
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,moderate,345
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,moderate,346
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,moderate,347
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,moderate,348
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,moderate,349
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,moderate,350
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,moderate,351
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,moderate,352
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,moderate,353
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,moderate,354
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,moderate,355
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,moderate,356
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,moderate,357
